03.02.2017  0:00:00,53 - lsm, INFO, ALL IS WELL  
03.02.2017  7:32:38,14 - lsm, INFO, ALL IS WELL  
03.02.2017  7:32:52,39 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:32:52,77 - lsm, INFO, ALL IS WELL  
03.02.2017  7:33:07,32 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:33:07,71 - lsm, INFO, ALL IS WELL  
03.02.2017  7:33:22,16 - lsm, INFO, ALL IS WELL  
03.02.2017  7:33:36,39 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:33:36,75 - lsm, INFO, ALL IS WELL  
03.02.2017  7:33:51,20 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:33:51,68 - lsm, INFO, ALL IS WELL  
03.02.2017  7:34:06,33 - lsm, INFO, ALL IS WELL  
03.02.2017  7:34:20,59 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:34:20,96 - lsm, INFO, ALL IS WELL  
03.02.2017  7:34:35,39 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:34:35,74 - lsm, INFO, ALL IS WELL  
03.02.2017  7:34:50,19 - lsm, INFO, ALL IS WELL  
03.02.2017  7:35:04,44 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:35:04,96 - lsm, INFO, ALL IS WELL  
03.02.2017  7:35:19,41 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:35:19,78 - lsm, INFO, ALL IS WELL  
03.02.2017  7:35:34,22 - lsm, INFO, ALL IS WELL  
03.02.2017  7:35:48,51 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:35:48,86 - lsm, INFO, ALL IS WELL  
03.02.2017  7:36:03,32 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:36:03,74 - lsm, INFO, ALL IS WELL  
03.02.2017  7:36:18,22 - lsm, INFO, ALL IS WELL  
03.02.2017  7:36:32,46 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:36:32,82 - lsm, INFO, ALL IS WELL  
03.02.2017  7:36:47,23 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:36:47,60 - lsm, INFO, ALL IS WELL  
03.02.2017  7:37:02,09 - lsm, INFO, ALL IS WELL  
03.02.2017  7:37:16,35 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:37:16,76 - lsm, INFO, ALL IS WELL  
03.02.2017  7:37:31,20 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:37:31,71 - lsm, INFO, ALL IS WELL  
03.02.2017  7:37:46,14 - lsm, INFO, ALL IS WELL  
03.02.2017  7:38:00,39 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:38:00,75 - lsm, INFO, ALL IS WELL  
03.02.2017  7:38:15,19 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:38:15,56 - lsm, INFO, ALL IS WELL  
03.02.2017  7:38:30,04 - lsm, INFO, ALL IS WELL  
03.02.2017  7:38:44,27 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:38:44,61 - lsm, INFO, ALL IS WELL  
03.02.2017  7:38:59,12 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:38:59,52 - lsm, INFO, ALL IS WELL  
03.02.2017  7:39:13,97 - lsm, INFO, ALL IS WELL  
03.02.2017  7:39:28,19 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:39:28,56 - lsm, INFO, ALL IS WELL  
03.02.2017  7:39:43,01 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:39:43,37 - lsm, INFO, ALL IS WELL  
03.02.2017  7:39:57,79 - lsm, INFO, ALL IS WELL  
03.02.2017  7:40:12,02 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:40:12,38 - lsm, INFO, ALL IS WELL  
03.02.2017  7:40:26,88 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:40:27,23 - lsm, INFO, ALL IS WELL  
03.02.2017  7:40:41,65 - lsm, INFO, ALL IS WELL  
03.02.2017  7:40:55,90 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:40:56,28 - lsm, INFO, ALL IS WELL  
03.02.2017  7:41:10,87 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:41:11,22 - lsm, INFO, ALL IS WELL  
03.02.2017  7:41:25,64 - lsm, INFO, ALL IS WELL  
03.02.2017  7:41:39,87 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:41:40,66 - lsm, INFO, ALL IS WELL  
03.02.2017  7:41:55,21 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:41:55,63 - lsm, INFO, ALL IS WELL  
03.02.2017  7:42:10,17 - lsm, INFO, ALL IS WELL  
03.02.2017  7:42:24,50 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:42:24,87 - lsm, INFO, ALL IS WELL  
03.02.2017  7:42:39,49 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:42:40,00 - lsm, INFO, ALL IS WELL  
03.02.2017  7:42:54,69 - lsm, INFO, ALL IS WELL  
03.02.2017  7:43:08,94 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:43:09,32 - lsm, INFO, ALL IS WELL  
03.02.2017  7:43:23,76 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:43:24,11 - lsm, INFO, ALL IS WELL  
03.02.2017  7:43:38,57 - lsm, INFO, ALL IS WELL  
03.02.2017  7:43:52,93 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:43:53,67 - lsm, INFO, ALL IS WELL  
03.02.2017  7:44:08,12 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:44:08,49 - lsm, INFO, ALL IS WELL  
03.02.2017  7:44:22,94 - lsm, INFO, ALL IS WELL  
03.02.2017  7:44:37,30 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:44:37,66 - lsm, INFO, ALL IS WELL  
03.02.2017  7:44:52,26 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:44:52,65 - lsm, INFO, ALL IS WELL  
03.02.2017  7:45:07,18 - lsm, INFO, ALL IS WELL  
03.02.2017  7:45:21,43 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:45:21,80 - lsm, INFO, ALL IS WELL  
03.02.2017  7:45:36,25 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:45:36,60 - lsm, INFO, ALL IS WELL  
03.02.2017  7:45:51,06 - lsm, INFO, ALL IS WELL  
03.02.2017  7:46:05,30 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:46:05,76 - lsm, INFO, ALL IS WELL  
03.02.2017  7:46:20,19 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:46:20,56 - lsm, INFO, ALL IS WELL  
03.02.2017  7:46:35,05 - lsm, INFO, ALL IS WELL  
03.02.2017  7:46:49,31 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:46:49,69 - lsm, INFO, ALL IS WELL  
03.02.2017  7:47:04,14 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:47:04,50 - lsm, INFO, ALL IS WELL  
03.02.2017  7:47:18,93 - lsm, INFO, ALL IS WELL  
03.02.2017  7:47:33,17 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:47:33,57 - lsm, INFO, ALL IS WELL  
03.02.2017  7:47:48,01 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:47:48,36 - lsm, INFO, ALL IS WELL  
03.02.2017  7:48:02,80 - lsm, INFO, ALL IS WELL  
03.02.2017  7:48:17,08 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:48:17,46 - lsm, INFO, ALL IS WELL  
03.02.2017  7:48:31,86 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:48:32,21 - lsm, INFO, ALL IS WELL  
03.02.2017  7:48:46,61 - lsm, INFO, ALL IS WELL  
03.02.2017  7:49:00,89 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:49:01,29 - lsm, INFO, ALL IS WELL  
03.02.2017  7:49:15,76 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:49:16,12 - lsm, INFO, ALL IS WELL  
03.02.2017  7:49:30,59 - lsm, INFO, ALL IS WELL  
03.02.2017  7:49:44,88 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:49:45,24 - lsm, INFO, ALL IS WELL  
03.02.2017  7:49:59,66 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:50:00,02 - lsm, INFO, ALL IS WELL  
03.02.2017  7:50:14,44 - lsm, INFO, ALL IS WELL  
03.02.2017  7:50:28,75 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:50:29,25 - lsm, INFO, ALL IS WELL  
03.02.2017  7:50:43,72 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:50:44,07 - lsm, INFO, ALL IS WELL  
03.02.2017  7:50:58,49 - lsm, INFO, ALL IS WELL  
03.02.2017  7:51:12,76 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:51:13,13 - lsm, INFO, ALL IS WELL  
03.02.2017  7:51:27,60 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:51:27,95 - lsm, INFO, ALL IS WELL  
03.02.2017  7:51:42,63 - lsm, INFO, ALL IS WELL  
03.02.2017  7:51:56,95 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:51:57,33 - lsm, INFO, ALL IS WELL  
03.02.2017  7:52:11,76 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:52:12,12 - lsm, INFO, ALL IS WELL  
03.02.2017  7:52:26,55 - lsm, INFO, ALL IS WELL  
03.02.2017  7:52:40,85 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:52:41,51 - lsm, INFO, ALL IS WELL  
03.02.2017  7:52:55,92 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:52:56,27 - lsm, INFO, ALL IS WELL  
03.02.2017  7:53:10,86 - lsm, INFO, ALL IS WELL  
03.02.2017  7:53:25,08 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:53:25,48 - lsm, INFO, ALL IS WELL  
03.02.2017  7:53:40,07 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:53:40,42 - lsm, INFO, ALL IS WELL  
03.02.2017  7:53:54,95 - lsm, INFO, ALL IS WELL  
03.02.2017  7:54:09,20 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:54:09,55 - lsm, INFO, ALL IS WELL  
03.02.2017  7:54:23,99 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:54:24,37 - lsm, INFO, ALL IS WELL  
03.02.2017  7:54:38,79 - lsm, INFO, ALL IS WELL  
03.02.2017  7:54:53,03 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:54:53,41 - lsm, INFO, ALL IS WELL  
03.02.2017  7:55:07,87 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:55:08,25 - lsm, INFO, ALL IS WELL  
03.02.2017  7:55:22,66 - lsm, INFO, ALL IS WELL  
03.02.2017  7:55:36,90 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:55:37,27 - lsm, INFO, ALL IS WELL  
03.02.2017  7:55:51,70 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:55:52,06 - lsm, INFO, ALL IS WELL  
03.02.2017  7:56:06,51 - lsm, INFO, ALL IS WELL  
03.02.2017  7:56:20,84 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:56:21,24 - lsm, INFO, ALL IS WELL  
03.02.2017  7:56:35,69 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:56:36,05 - lsm, INFO, ALL IS WELL  
03.02.2017  7:56:50,46 - lsm, INFO, ALL IS WELL  
03.02.2017  7:57:04,70 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:57:05,07 - lsm, INFO, ALL IS WELL  
03.02.2017  7:57:19,53 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:57:19,90 - lsm, INFO, ALL IS WELL  
03.02.2017  7:57:34,36 - lsm, INFO, ALL IS WELL  
03.02.2017  7:57:48,61 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:57:48,97 - lsm, INFO, ALL IS WELL  
03.02.2017  7:58:03,44 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:58:03,82 - lsm, INFO, ALL IS WELL  
03.02.2017  7:58:18,26 - lsm, INFO, ALL IS WELL  
03.02.2017  7:58:32,50 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:58:32,87 - lsm, INFO, ALL IS WELL  
03.02.2017  7:58:47,29 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:58:47,66 - lsm, INFO, ALL IS WELL  
03.02.2017  7:59:02,07 - lsm, INFO, ALL IS WELL  
03.02.2017  7:59:16,33 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  7:59:16,76 - lsm, INFO, ALL IS WELL  
03.02.2017  7:59:31,24 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  7:59:31,75 - lsm, INFO, ALL IS WELL  
03.02.2017  7:59:46,17 - lsm, INFO, ALL IS WELL  
03.02.2017  8:00:02,52 - nsd, INFO, ALL IS WELL  
03.02.2017  8:00:02,89 - lsm, INFO, ALL IS WELL  
03.02.2017  8:00:17,34 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:00:17,76 - lsm, INFO, ALL IS WELL  
03.02.2017  8:00:32,29 - lsm, INFO, ALL IS WELL  
03.02.2017  8:00:47,25 - nsd, INFO, ALL IS WELL  
03.02.2017  8:00:47,61 - lsm, INFO, ALL IS WELL  
03.02.2017  8:01:02,04 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:01:02,39 - lsm, INFO, ALL IS WELL  
03.02.2017  8:01:16,83 - lsm, INFO, ALL IS WELL  
03.02.2017  8:01:31,93 - nsd, INFO, ALL IS WELL  
03.02.2017  8:01:32,30 - lsm, INFO, ALL IS WELL  
03.02.2017  8:01:46,76 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:01:47,12 - lsm, INFO, ALL IS WELL  
03.02.2017  8:02:01,68 - lsm, INFO, ALL IS WELL  
03.02.2017  8:02:16,70 - nsd, INFO, ALL IS WELL  
03.02.2017  8:02:17,10 - lsm, INFO, ALL IS WELL  
03.02.2017  8:02:31,68 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:02:32,05 - lsm, INFO, ALL IS WELL  
03.02.2017  8:02:46,51 - lsm, INFO, ALL IS WELL  
03.02.2017  8:03:01,64 - nsd, INFO, ALL IS WELL  
03.02.2017  8:03:02,00 - lsm, INFO, ALL IS WELL  
03.02.2017  8:03:16,44 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:03:16,80 - lsm, INFO, ALL IS WELL  
03.02.2017  8:03:31,23 - lsm, INFO, ALL IS WELL  
03.02.2017  8:03:46,28 - nsd, INFO, ALL IS WELL  
03.02.2017  8:03:46,66 - lsm, INFO, ALL IS WELL  
03.02.2017  8:04:01,23 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:04:01,80 - lsm, INFO, ALL IS WELL  
03.02.2017  8:04:16,26 - lsm, INFO, ALL IS WELL  
03.02.2017  8:04:31,24 - nsd, INFO, ALL IS WELL  
03.02.2017  8:04:31,76 - lsm, INFO, ALL IS WELL  
03.02.2017  8:04:46,23 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:04:46,62 - lsm, INFO, ALL IS WELL  
03.02.2017  8:05:01,05 - lsm, INFO, ALL IS WELL  
03.02.2017  8:05:15,99 - nsd, INFO, ALL IS WELL  
03.02.2017  8:05:16,36 - lsm, INFO, ALL IS WELL  
03.02.2017  8:05:30,80 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:05:31,18 - lsm, INFO, ALL IS WELL  
03.02.2017  8:05:45,64 - lsm, INFO, ALL IS WELL  
03.02.2017  8:06:00,54 - nsd, INFO, ALL IS WELL  
03.02.2017  8:06:00,91 - lsm, INFO, ALL IS WELL  
03.02.2017  8:06:15,35 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:06:15,69 - lsm, INFO, ALL IS WELL  
03.02.2017  8:06:30,13 - lsm, INFO, ALL IS WELL  
03.02.2017  8:06:45,08 - nsd, INFO, ALL IS WELL  
03.02.2017  8:06:45,46 - lsm, INFO, ALL IS WELL  
03.02.2017  8:06:59,91 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:07:00,27 - lsm, INFO, ALL IS WELL  
03.02.2017  8:07:14,80 - lsm, INFO, ALL IS WELL  
03.02.2017  8:07:29,80 - nsd, INFO, ALL IS WELL  
03.02.2017  8:07:30,18 - lsm, INFO, ALL IS WELL  
03.02.2017  8:07:44,62 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:07:44,97 - lsm, INFO, ALL IS WELL  
03.02.2017  8:07:59,42 - lsm, INFO, ALL IS WELL  
03.02.2017  8:08:14,36 - nsd, INFO, ALL IS WELL  
03.02.2017  8:08:14,71 - lsm, INFO, ALL IS WELL  
03.02.2017  8:08:29,15 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:08:29,52 - lsm, INFO, ALL IS WELL  
03.02.2017  8:08:44,00 - lsm, INFO, ALL IS WELL  
03.02.2017  8:08:58,93 - nsd, INFO, ALL IS WELL  
03.02.2017  8:08:59,31 - lsm, INFO, ALL IS WELL  
03.02.2017  8:09:13,77 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:09:14,13 - lsm, INFO, ALL IS WELL  
03.02.2017  8:09:28,55 - lsm, INFO, ALL IS WELL  
03.02.2017  8:09:43,48 - nsd, INFO, ALL IS WELL  
03.02.2017  8:09:43,85 - lsm, INFO, ALL IS WELL  
03.02.2017  8:09:58,30 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:09:58,70 - lsm, INFO, ALL IS WELL  
03.02.2017  8:10:13,14 - lsm, INFO, ALL IS WELL  
03.02.2017  8:10:28,12 - nsd, INFO, ALL IS WELL  
03.02.2017  8:10:28,48 - lsm, INFO, ALL IS WELL  
03.02.2017  8:10:42,97 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:10:43,35 - lsm, INFO, ALL IS WELL  
03.02.2017  8:10:57,77 - lsm, INFO, ALL IS WELL  
03.02.2017  8:11:12,77 - nsd, INFO, ALL IS WELL  
03.02.2017  8:11:13,14 - lsm, INFO, ALL IS WELL  
03.02.2017  8:11:27,63 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:11:28,01 - lsm, INFO, ALL IS WELL  
03.02.2017  8:11:42,45 - lsm, INFO, ALL IS WELL  
03.02.2017  8:11:57,38 - nsd, INFO, ALL IS WELL  
03.02.2017  8:11:57,76 - lsm, INFO, ALL IS WELL  
03.02.2017  8:12:12,19 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:12:12,55 - lsm, INFO, ALL IS WELL  
03.02.2017  8:12:26,99 - lsm, INFO, ALL IS WELL  
03.02.2017  8:12:41,94 - nsd, INFO, ALL IS WELL  
03.02.2017  8:12:42,31 - lsm, INFO, ALL IS WELL  
03.02.2017  8:12:56,78 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:12:57,15 - lsm, INFO, ALL IS WELL  
03.02.2017  8:13:11,56 - lsm, INFO, ALL IS WELL  
03.02.2017  8:13:26,70 - nsd, INFO, ALL IS WELL  
03.02.2017  8:13:27,06 - lsm, INFO, ALL IS WELL  
03.02.2017  8:13:41,53 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:13:41,90 - lsm, INFO, ALL IS WELL  
03.02.2017  8:13:56,34 - lsm, INFO, ALL IS WELL  
03.02.2017  8:14:11,38 - nsd, INFO, ALL IS WELL  
03.02.2017  8:14:11,73 - lsm, INFO, ALL IS WELL  
03.02.2017  8:14:26,16 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:14:26,53 - lsm, INFO, ALL IS WELL  
03.02.2017  8:14:40,98 - lsm, INFO, ALL IS WELL  
03.02.2017  8:14:55,94 - nsd, INFO, ALL IS WELL  
03.02.2017  8:14:56,30 - lsm, INFO, ALL IS WELL  
03.02.2017  8:15:10,87 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:15:11,23 - lsm, INFO, ALL IS WELL  
03.02.2017  8:15:25,67 - lsm, INFO, ALL IS WELL  
03.02.2017  8:15:40,69 - nsd, INFO, ALL IS WELL  
03.02.2017  8:15:41,09 - lsm, INFO, ALL IS WELL  
03.02.2017  8:15:55,59 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:15:55,94 - lsm, INFO, ALL IS WELL  
03.02.2017  8:16:10,40 - lsm, INFO, ALL IS WELL  
03.02.2017  8:16:25,35 - nsd, INFO, ALL IS WELL  
03.02.2017  8:16:25,79 - lsm, INFO, ALL IS WELL  
03.02.2017  8:16:40,37 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:16:40,88 - lsm, INFO, ALL IS WELL  
03.02.2017  8:16:55,29 - lsm, INFO, ALL IS WELL  
03.02.2017  8:17:10,44 - nsd, INFO, ALL IS WELL  
03.02.2017  8:17:10,95 - lsm, INFO, ALL IS WELL  
03.02.2017  8:17:25,38 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:17:25,74 - lsm, INFO, ALL IS WELL  
03.02.2017  8:17:40,17 - lsm, INFO, ALL IS WELL  
03.02.2017  8:17:55,14 - nsd, INFO, ALL IS WELL  
03.02.2017  8:17:55,52 - lsm, INFO, ALL IS WELL  
03.02.2017  8:18:10,05 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:18:10,41 - lsm, INFO, ALL IS WELL  
03.02.2017  8:18:24,87 - lsm, INFO, ALL IS WELL  
03.02.2017  8:18:39,94 - nsd, INFO, ALL IS WELL  
03.02.2017  8:18:40,29 - lsm, INFO, ALL IS WELL  
03.02.2017  8:18:54,71 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:18:55,06 - lsm, INFO, ALL IS WELL  
03.02.2017  8:19:09,51 - lsm, INFO, ALL IS WELL  
03.02.2017  8:19:24,49 - nsd, INFO, ALL IS WELL  
03.02.2017  8:19:24,86 - lsm, INFO, ALL IS WELL  
03.02.2017  8:19:39,50 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:19:40,03 - lsm, INFO, ALL IS WELL  
03.02.2017  8:19:54,58 - lsm, INFO, ALL IS WELL  
03.02.2017  8:20:15,74 - nsd, INFO, ALL IS WELL  
03.02.2017  8:20:16,08 - lsm, INFO, ALL IS WELL  
03.02.2017  8:20:30,73 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:20:31,13 - lsm, INFO, ALL IS WELL  
03.02.2017  8:20:45,74 - lsm, INFO, ALL IS WELL  
03.02.2017  8:21:01,62 - nsd, INFO, ALL IS WELL  
03.02.2017  8:21:02,00 - lsm, INFO, ALL IS WELL  
03.02.2017  8:21:16,47 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:21:17,28 - lsm, INFO, ALL IS WELL  
03.02.2017  8:21:31,85 - lsm, INFO, ALL IS WELL  
03.02.2017  8:21:46,80 - nsd, INFO, ALL IS WELL  
03.02.2017  8:21:47,13 - lsm, INFO, ALL IS WELL  
03.02.2017  8:22:01,58 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:22:01,94 - lsm, INFO, ALL IS WELL  
03.02.2017  8:22:16,87 - lsm, INFO, ALL IS WELL  
03.02.2017  8:22:32,49 - nsd, INFO, ALL IS WELL  
03.02.2017  8:22:33,16 - lsm, INFO, ALL IS WELL  
03.02.2017  8:22:47,60 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:22:47,95 - lsm, INFO, ALL IS WELL  
03.02.2017  8:23:02,51 - lsm, INFO, ALL IS WELL  
03.02.2017  8:23:17,46 - nsd, INFO, ALL IS WELL  
03.02.2017  8:23:18,14 - lsm, INFO, ALL IS WELL  
03.02.2017  8:23:32,60 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:23:32,96 - lsm, INFO, ALL IS WELL  
03.02.2017  8:23:47,40 - lsm, INFO, ALL IS WELL  
03.02.2017  8:24:02,37 - nsd, INFO, ALL IS WELL  
03.02.2017  8:24:02,86 - lsm, INFO, ALL IS WELL  
03.02.2017  8:24:17,47 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:24:17,84 - lsm, INFO, ALL IS WELL  
03.02.2017  8:24:32,28 - lsm, INFO, ALL IS WELL  
03.02.2017  8:24:47,73 - nsd, INFO, ALL IS WELL  
03.02.2017  8:24:48,09 - lsm, INFO, ALL IS WELL  
03.02.2017  8:25:02,90 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  8:25:03,71 - lsm, INFO, ALL IS WELL  
03.02.2017  8:25:18,17 - lsm, INFO, ALL IS WELL  
03.02.2017  8:25:33,96 - nsd, INFO, ALL IS WELL  
03.02.2017  8:25:34,35 - lsm, INFO, ALL IS WELL  
03.02.2017  8:25:48,95 - mtbpro, INFO, ALL IS WELL  
03.02.2017  8:25:49,47 - lsm, INFO, ALL IS WELL  
03.02.2017  8:26:04,00 - lsm, INFO, ALL IS WELL  
03.02.2017  8:26:19,59 - nsd, INFO, ALL IS WELL  
03.02.2017  8:26:20,05 - lsm, INFO, ALL IS WELL  
03.02.2017  8:26:34,69 - mtbpro, INFO, ALL IS WELL  
03.02.2017  8:26:35,06 - lsm, INFO, ALL IS WELL  
03.02.2017  8:26:49,50 - lsm, INFO, ALL IS WELL  
03.02.2017  8:27:05,44 - nsd, INFO, ALL IS WELL  
03.02.2017  8:27:05,85 - lsm, INFO, ALL IS WELL  
03.02.2017  8:27:20,28 - mtbpro, INFO, ALL IS WELL  
03.02.2017  8:27:20,80 - lsm, INFO, ALL IS WELL  
03.02.2017  8:27:35,25 - lsm, INFO, ALL IS WELL  
03.02.2017  8:27:50,18 - nsd, INFO, ALL IS WELL  
03.02.2017  8:27:50,52 - lsm, INFO, ALL IS WELL  
03.02.2017  8:28:04,95 - mtbpro, INFO, ALL IS WELL  
03.02.2017  8:28:05,30 - lsm, INFO, ALL IS WELL  
03.02.2017  8:28:19,80 - lsm, INFO, ALL IS WELL  
03.02.2017  8:28:34,86 - nsd, INFO, ALL IS WELL  
03.02.2017  8:28:35,27 - lsm, INFO, ALL IS WELL  
03.02.2017  8:28:49,77 - mtbpro, INFO, ALL IS WELL  
03.02.2017  8:28:50,14 - lsm, INFO, ALL IS WELL  
03.02.2017  8:29:04,76 - lsm, INFO, ALL IS WELL  
03.02.2017  8:29:19,75 - nsd, INFO, ALL IS WELL  
03.02.2017  8:29:20,09 - lsm, INFO, ALL IS WELL  
03.02.2017  8:29:34,51 - mtbpro, INFO, ALL IS WELL  
03.02.2017  8:29:34,89 - lsm, INFO, ALL IS WELL  
03.02.2017  8:29:49,32 - lsm, INFO, ALL IS WELL  
03.02.2017  8:30:04,29 - nsd, INFO, ALL IS WELL  
03.02.2017  8:30:04,64 - lsm, INFO, ALL IS WELL  
03.02.2017  8:30:19,08 - mtbpro, INFO, ALL IS WELL  
03.02.2017  8:30:19,47 - lsm, INFO, ALL IS WELL  
03.02.2017  8:30:33,98 - lsm, INFO, ALL IS WELL  
03.02.2017  8:30:48,91 - nsd, INFO, ALL IS WELL  
03.02.2017  8:30:49,26 - lsm, INFO, ALL IS WELL  
03.02.2017  8:31:03,76 - mtbpro, INFO, ALL IS WELL  
